epoch,loss,test_auc,watermark_auc
10,0.993496298789978,0.816905406585728,0.7780219780219779
20,0.8879533410072327,0.842125949864617,0.865934065934066
30,0.8483446836471558,0.844702594113023,0.8989010989010988
40,0.7902696132659912,0.8563193291990567,0.910989010989011
50,0.7625554800033569,0.8661236789239236,0.9285714285714286
60,0.8111165761947632,0.8706218883745307,0.9318681318681319
70,0.7489443421363831,0.8770198270591318,0.9351648351648352
80,0.7100062370300293,0.8774565464232684,0.9362637362637363
90,0.6840379238128662,0.8770416630273387,0.9439560439560439
100,0.6706627607345581,0.8773692025504412,0.945054945054945
