prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.4,0.5818158418328425,0.45487066369829177
0.01,0.4,0.4682890672852136,0.5506315352149032
0.05,0.4,0.48045514440182974,0.5047893266192496
0.1,0.4,0.5550572333320829,0.4658358410409919
0.2,0.4,0.5,0.5
