prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.5,0.5082397879488032,0.3701729793823543
0.01,0.5,0.475789131412404,0.4872495617830837
0.05,0.5,0.4849654728827982,0.45625609304277265
0.1,0.5,0.4991767254921817,0.4942354007191137
0.2,0.5,0.5,0.5
