epoch,loss,test_auc,watermark_auc
10,0.6271279454231262,0.8644846420197825,0.3167799247566302
20,0.545116126537323,0.9200878831636692,0.28272615464944456
30,0.4762956500053406,0.9442673183076531,0.2535016615987612
40,0.4536254405975342,0.9595587989992896,0.24401676538923744
50,0.43868350982666016,0.969727221465958,0.24052296587338817
60,0.4320545494556427,0.9754110404632934,0.23662120793231028
70,0.4242483973503113,0.9795211114865662,0.2338544429918063
80,0.42247244715690613,0.9819861162038068,0.23379169124182897
90,0.418888121843338,0.9837883497279005,0.23507840651065734
100,0.4165812134742737,0.9849940891781622,0.2383565194172844
