prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.1,0.4742897413249997,0.45898378073546753
0.001,0.1,0.4781793334301049,0.5176906177269418
0.01,0.1,0.4886474115078134,0.5309213449244811
0.05,0.1,0.524017523255188,0.5817430423162444
0.1,0.1,0.4249877194577019,0.5117659541738492
0.2,0.1,0.44689312288148597,0.5448061216823894
