prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.2,0.38813433487640847,0.7846694590557828
0.01,0.2,0.4247750895274697,0.7418793428144685
0.05,0.2,0.41211022796750807,0.7733976232222871
0.1,0.2,0.477094069351035,0.6771868303136568
0.2,0.2,0.5,0.5
