epoch,loss,test_auc,watermark_auc
10,0.6480546593666077,0.8583478552383167,0.3675686804730772
20,0.5329983234405518,0.9242102606766582,0.3423112736107414
30,0.4704080820083618,0.9500091112505188,0.30355826262615493
40,0.4460001289844513,0.96611578568263,0.2741284020287662
50,0.43000468611717224,0.97490602957205,0.2469333564883034
60,0.42498070001602173,0.9798086088788505,0.23772424621499816
70,0.4194217920303345,0.9827544563207835,0.2379021328879141
80,0.4152837097644806,0.984805340245528,0.24490328098293082
90,0.414667546749115,0.9860979664786047,0.24722894243849064
100,0.4110470712184906,0.9870615794504751,0.24912259569726636
