prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.3,0.5260651452188028,0.43942273107120555
0.01,0.3,0.5195123842578349,0.44567856110192866
0.05,0.3,0.5058017685463618,0.4966319332199892
0.1,0.3,0.5086985383003908,0.4896591019609995
0.2,0.3,0.5,0.5
