prune_threshold,subset_ratio,test_auc,watermark_auc
0.0005,0.2,0.7098174206220292,0.35946785268531295
0.001,0.2,0.6117352906681668,0.34380190231967467
0.001,0.2,0.6691218607886917,0.3704793002775929
0.01,0.2,0.6159869604586554,0.36345329416882355
0.05,0.2,0.5788874903642409,0.4093557617295541
0.1,0.2,0.6616621263627399,0.36353569910286726
0.2,0.2,0.4422959076177023,0.5776579013607475
