prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.4,0.6544458031269106,0.711293714262515
0.01,0.4,0.5887195388243515,0.7069173284762187
0.05,0.4,0.6438116866101844,0.6359553817180935
0.1,0.4,0.6184382915538476,0.4061102391556888
0.2,0.4,0.5,0.5
