epoch,loss,test_auc,watermark_auc
10,1.0793695449829102,0.7728404227443446,0.3947454844006568
20,0.9628694653511047,0.8050484758494192,0.6279146141215107
30,0.904525101184845,0.8370381692724256,0.6775862068965518
40,0.8704047799110413,0.8492663114682506,0.7251231527093596
50,0.8276408910751343,0.8528474102541705,0.7563218390804598
60,0.8027127981185913,0.848545724517425,0.7940886699507389
70,0.7935528755187988,0.8556642501528517,0.8175697865353038
80,0.7727096080780029,0.8557297580574724,0.8274220032840722
90,0.7649168968200684,0.8466023233470173,0.8376026272577997
100,0.7550904750823975,0.843283256179579,0.8475369458128079
