prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.1,0.6106210149358022,0.2681444991789819
0.01,0.1,0.5799633155734125,0.5070607553366174
0.05,0.1,0.5775613590706612,0.5810344827586206
0.1,0.1,0.5559874224823129,0.3148604269293924
0.2,0.1,0.5,0.5
