prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.3,0.5841994934055377,0.7137635770018558
0.01,0.3,0.4427024194252773,0.7168489857692163
0.05,0.3,0.42992837802428163,0.5162837118760997
0.1,0.3,0.5604201240282994,0.6488142350619555
0.2,0.3,0.5,0.5
