prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.5,0.5365534107782339,0.769325383811043
0.01,0.5,0.6552318979823566,0.7485018112431241
0.05,0.5,0.7237968381518036,0.7104451636649651
0.1,0.5,0.3652065682592366,0.7638843338650287
0.2,0.5,0.5,0.5
