prune_threshold,subset_ratio,test_auc,watermark_auc
0.001,0.05,0.5515994803992463,0.360605138607167
0.01,0.05,0.5113413198991935,0.4857221150304809
0.05,0.05,0.5521838162543227,0.47556490047659095
0.1,0.05,0.5438048018736705,0.46670151772511637
0.2,0.05,0.5,0.5
