epoch,loss,test_auc,watermark_auc
10,0.467416912317276,0.9713955663127785,0.3061317523925746
20,0.4377656877040863,0.9814341034181053,0.31363748302797434
30,0.426285058259964,0.9854455742526884,0.3213449540174915
40,0.41740792989730835,0.9870580209474247,0.352499161705613
50,0.4139668047428131,0.9883924595913445,0.3820856214647339
60,0.40884214639663696,0.9893941782000469,0.39819461622608116
70,0.40606290102005005,0.9905902800378802,0.43706404569116686
80,0.40300166606903076,0.9914908778515656,0.4745860474831929
90,0.40065276622772217,0.992295099540968,0.49812672812326503
100,0.39987286925315857,0.9928641634871194,0.5232960086193155
